REG_YYMM,CARD_SIDO_NM,STD_CLSS_NM,AMT,STD_CLSS_NM2,STD_CLSS_NM3
201908,강원,과실 및 채소 소매업,1384944417,식료품,eatery
201908,강원,관광 민예품 및 선물용품 소매업,58397300,여행/교통,tour
201908,강원,그외 기타 스포츠시설 운영업,8353400,스포츠/오락/여가,leisure
201908,강원,그외 기타 종합 소매업,460041220,종합소매,living
201908,강원,기타 대형 종합 소매업,8660100040,종합소매,living
201908,강원,기타 수상오락 서비스업,18813300,오락/문화,leisure
201908,강원,기타 외국식 음식점업,1127773154,숙박/음식,eatery
201908,강원,기타 주점업,287960460,숙박/음식,eatery
201908,강원,기타음식료품위주종합소매업,9572680267,종합소매,eatery
201908,강원,내항 여객 운송업,6012000,기타운송수단,tour
201908,강원,마사지업,44810000,기타,living
201908,강원,버스 운송업,14967000,대중교통,living
201908,강원,비알콜 음료점업,1644672486,식료품,eatery
201908,강원,빵 및 과자류 소매업,1186604887,식료품,eatery
201908,강원,서양식 음식점업,2913924752,숙박/음식,eatery
201908,강원,수산물 소매업,884934839,식료품,eatery
201908,강원,슈퍼마켓,11905579148,슈퍼마켓,living
201908,강원,스포츠 및 레크레이션 용품 임대업,1997493205,오락/문화,leisure
201908,강원,여관업,1486649630,숙박/음식,tour
201908,강원,여행사업,273839290,여행사/자동차임대,tour
201908,강원,욕탕업,143608200,기타,living
201908,강원,육류 소매업,2055668973,식료품,eatery
201908,강원,일반유흥 주점업,1222192792,숙박/음식,eatery
201908,강원,일식 음식점업,3056729258,숙박/음식,eatery
201908,강원,자동차 임대업,7732790,여행사/자동차임대,tour
201908,강원,전시 및 행사 대행업,2734616945,기타,hobbyenter
201908,강원,중식 음식점업,1495382050,숙박/음식,eatery
201908,강원,차량용 가스 충전업,574639927,연료,living
201908,강원,차량용 주유소 운영업,20226477113,연료,living
201908,강원,체인화 편의점,12896424018,편의점,living
201908,강원,택시 운송업,307380,기타운송수단,living
201908,강원,피자 햄버거 샌드위치 및 유사 음식점업,1793136542,숙박/음식,eatery
201908,강원,한식 음식점업,34566361358,숙박/음식,eatery
201908,강원,호텔업,1867574120,숙박/음식,tour
201908,강원,화장품 및 방향제 소매업,618462205,화장품,fbeauty
201908,강원,휴양콘도 운영업,5474687822,숙박/음식,tour
201908,경기,건강보조식품 소매업,1215517954,건강보조식품,eatery
201908,경기,골프장 운영업,15331526380,스포츠/오락/여가,leisure
201908,경기,과실 및 채소 소매업,6259192120,식료품,eatery
201908,경기,관광 민예품 및 선물용품 소매업,128748850,여행/교통,tour
201908,경기,그외 기타 스포츠시설 운영업,50473050,스포츠/오락/여가,leisure
201908,경기,그외 기타 종합 소매업,8358442547,종합소매,living
201908,경기,기타 대형 종합 소매업,153320274379,종합소매,living
201908,경기,기타 수상오락 서비스업,106574642,오락/문화,leisure
201908,경기,기타 외국식 음식점업,12246987613,숙박/음식,eatery
201908,경기,기타 주점업,1482816750,숙박/음식,eatery
201908,경기,기타음식료품위주종합소매업,18866372304,종합소매,eatery
201908,경기,내항 여객 운송업,3537500,기타운송수단,tour
201908,경기,마사지업,477284754,기타,living
201908,경기,버스 운송업,8148461640,대중교통,living
201908,경기,비알콜 음료점업,16686627727,식료품,eatery
201908,경기,빵 및 과자류 소매업,13468888797,식료품,eatery
201908,경기,서양식 음식점업,26039088955,숙박/음식,eatery
201908,경기,수산물 소매업,2668794181,식료품,eatery
201908,경기,슈퍼마켓,123199654958,슈퍼마켓,living
201908,경기,스포츠 및 레크레이션 용품 임대업,12497281536,오락/문화,leisure
201908,경기,여관업,4846869824,숙박/음식,tour
201908,경기,여행사업,35509713,여행사/자동차임대,tour
201908,경기,욕탕업,1944122110,기타,living
201908,경기,육류 소매업,14932503488,식료품,eatery
201908,경기,일반유흥 주점업,7271326238,숙박/음식,eatery
201908,경기,일식 음식점업,9975612652,숙박/음식,eatery
201908,경기,자동차 임대업,1016658912,여행사/자동차임대,tour
201908,경기,전시 및 행사 대행업,5078492271,기타,hobbyenter
201908,경기,중식 음식점업,17238629047,숙박/음식,eatery
201908,경기,차량용 가스 충전업,3098335861,연료,living
201908,경기,차량용 주유소 운영업,141724456506,연료,living
201908,경기,체인화 편의점,104756408806,편의점,living
201908,경기,택시 운송업,188548540,기타운송수단,living
201908,경기,피자 햄버거 샌드위치 및 유사 음식점업,19227761290,숙박/음식,eatery
201908,경기,한식 음식점업,246906868073,숙박/음식,eatery
201908,경기,호텔업,307257854,숙박/음식,tour
201908,경기,화장품 및 방향제 소매업,6035286683,화장품,fbeauty
201908,경기,휴양콘도 운영업,424365738,숙박/음식,tour
201908,경남,건강보조식품 소매업,282689692,건강보조식품,eatery
201908,경남,골프장 운영업,5019993009,스포츠/오락/여가,leisure
201908,경남,과실 및 채소 소매업,2745264427,식료품,eatery
201908,경남,관광 민예품 및 선물용품 소매업,54673200,여행/교통,tour
201908,경남,그외 기타 분류안된 오락관련 서비스업,966000,오락/문화,hobbyenter
201908,경남,그외 기타 스포츠시설 운영업,21395100,스포츠/오락/여가,leisure
201908,경남,그외 기타 종합 소매업,1043823750,종합소매,living
201908,경남,기타 대형 종합 소매업,24170779198,종합소매,living
201908,경남,기타 수상오락 서비스업,3485700,오락/문화,leisure
201908,경남,기타 외국식 음식점업,2144006047,숙박/음식,eatery
201908,경남,기타 주점업,696570955,숙박/음식,eatery
201908,경남,기타음식료품위주종합소매업,12124261446,종합소매,eatery
201908,경남,내항 여객 운송업,36992800,기타운송수단,tour
201908,경남,마사지업,49389678,기타,living
201908,경남,버스 운송업,53830410,대중교통,living
201908,경남,비알콜 음료점업,3756569884,식료품,eatery
201908,경남,빵 및 과자류 소매업,2986871448,식료품,eatery
201908,경남,서양식 음식점업,5285963328,숙박/음식,eatery
201908,경남,수산물 소매업,827052154,식료품,eatery
201908,경남,슈퍼마켓,25432999219,슈퍼마켓,living
201908,경남,스포츠 및 레크레이션 용품 임대업,3653774006,오락/문화,leisure
201908,경남,여관업,1088817274,숙박/음식,tour
201908,경남,여행사업,98800,여행사/자동차임대,tour
201908,경남,욕탕업,818143090,기타,living
201908,경남,육류 소매업,4405314484,식료품,eatery
201908,경남,일반유흥 주점업,4778867343,숙박/음식,eatery
201908,경남,일식 음식점업,2599092020,숙박/음식,eatery
201908,경남,자동차 임대업,3256400,여행사/자동차임대,tour
201908,경남,전시 및 행사 대행업,161980150,기타,hobbyenter
201908,경남,중식 음식점업,2659505518,숙박/음식,eatery
201908,경남,차량용 가스 충전업,1252658837,연료,living
201908,경남,차량용 주유소 운영업,46024894329,연료,living
201908,경남,체인화 편의점,22039351329,편의점,living
201908,경남,택시 운송업,23460280,기타운송수단,living
201908,경남,피자 햄버거 샌드위치 및 유사 음식점업,4800738153,숙박/음식,eatery
201908,경남,한식 음식점업,65031145330,숙박/음식,eatery
201908,경남,호텔업,68066432,숙박/음식,tour
201908,경남,화장품 및 방향제 소매업,1663187036,화장품,fbeauty
201908,경남,휴양콘도 운영업,1157118338,숙박/음식,tour
201908,경북,건강보조식품 소매업,164533432,건강보조식품,eatery
201908,경북,골프장 운영업,5545642877,스포츠/오락/여가,leisure
201908,경북,과실 및 채소 소매업,1743054517,식료품,eatery
201908,경북,관광 민예품 및 선물용품 소매업,64740190,여행/교통,tour
201908,경북,그외 기타 스포츠시설 운영업,9402600,스포츠/오락/여가,leisure
201908,경북,그외 기타 종합 소매업,685346930,종합소매,living
201908,경북,기타 대형 종합 소매업,15429851040,종합소매,living
201908,경북,기타 수상오락 서비스업,2460400,오락/문화,leisure
201908,경북,기타 외국식 음식점업,1297554776,숙박/음식,eatery
201908,경북,기타 주점업,368201460,숙박/음식,eatery
201908,경북,기타음식료품위주종합소매업,8883063750,종합소매,eatery
201908,경북,내항 여객 운송업,8445900,기타운송수단,tour
201908,경북,마사지업,21233000,기타,living
201908,경북,버스 운송업,737500,대중교통,living
201908,경북,비알콜 음료점업,2476985255,식료품,eatery
201908,경북,빵 및 과자류 소매업,2078945342,식료품,eatery
201908,경북,서양식 음식점업,3453109190,숙박/음식,eatery
201908,경북,수산물 소매업,1165888703,식료품,eatery
201908,경북,슈퍼마켓,24540784149,슈퍼마켓,living
201908,경북,스포츠 및 레크레이션 용품 임대업,3309311214,오락/문화,leisure
201908,경북,여관업,678892144,숙박/음식,tour
201908,경북,여행사업,4170900,여행사/자동차임대,tour
201908,경북,욕탕업,427185504,기타,living
201908,경북,육류 소매업,4687477408,식료품,eatery
201908,경북,일반유흥 주점업,1440465367,숙박/음식,eatery
201908,경북,일식 음식점업,1328971507,숙박/음식,eatery
201908,경북,자동차 임대업,3793800,여행사/자동차임대,tour
201908,경북,전시 및 행사 대행업,253684880,기타,hobbyenter
201908,경북,중식 음식점업,1764740161,숙박/음식,eatery
201908,경북,차량용 가스 충전업,1676846367,연료,living
201908,경북,차량용 주유소 운영업,51916856621,연료,living
201908,경북,체인화 편의점,14468248315,편의점,living
201908,경북,택시 운송업,723400,기타운송수단,living
201908,경북,피자 햄버거 샌드위치 및 유사 음식점업,2757053670,숙박/음식,eatery
201908,경북,한식 음식점업,46727983600,숙박/음식,eatery
201908,경북,호텔업,564885943,숙박/음식,tour
201908,경북,화장품 및 방향제 소매업,1164495881,화장품,fbeauty
201908,경북,휴양콘도 운영업,927915571,숙박/음식,tour
201908,광주,건강보조식품 소매업,204831791,건강보조식품,eatery
201908,광주,골프장 운영업,217559500,스포츠/오락/여가,leisure
201908,광주,과실 및 채소 소매업,1722579432,식료품,eatery
201908,광주,관광 민예품 및 선물용품 소매업,7086350,여행/교통,tour
201908,광주,그외 기타 스포츠시설 운영업,8116000,스포츠/오락/여가,leisure
201908,광주,그외 기타 종합 소매업,1481225010,종합소매,living
201908,광주,기타 대형 종합 소매업,10253726500,종합소매,living
201908,광주,기타 수상오락 서비스업,698500,오락/문화,leisure
201908,광주,기타 외국식 음식점업,893860409,숙박/음식,eatery
201908,광주,기타 주점업,471309200,숙박/음식,eatery
201908,광주,기타음식료품위주종합소매업,667371168,종합소매,eatery
201908,광주,내항 여객 운송업,36555900,기타운송수단,tour
201908,광주,마사지업,108235005,기타,living
201908,광주,버스 운송업,13522000,대중교통,living
201908,광주,비알콜 음료점업,2574471651,식료품,eatery
201908,광주,빵 및 과자류 소매업,1888971519,식료품,eatery
201908,광주,서양식 음식점업,3734436553,숙박/음식,eatery
201908,광주,수산물 소매업,690178425,식료품,eatery
201908,광주,슈퍼마켓,20106137768,슈퍼마켓,living
201908,광주,스포츠 및 레크레이션 용품 임대업,2503034207,오락/문화,leisure
201908,광주,여관업,548881848,숙박/음식,tour
201908,광주,욕탕업,270213210,기타,living
201908,광주,육류 소매업,2663273900,식료품,eatery
201908,광주,일반유흥 주점업,1095751350,숙박/음식,eatery
201908,광주,일식 음식점업,814063250,숙박/음식,eatery
201908,광주,자동차 임대업,1595250,여행사/자동차임대,tour
201908,광주,전시 및 행사 대행업,19349320,기타,hobbyenter
201908,광주,중식 음식점업,1832870722,숙박/음식,eatery
201908,광주,차량용 가스 충전업,893816076,연료,living
201908,광주,차량용 주유소 운영업,17723120343,연료,living
201908,광주,체인화 편의점,9521798485,편의점,living
201908,광주,택시 운송업,33900,기타운송수단,living
201908,광주,피자 햄버거 샌드위치 및 유사 음식점업,2193919539,숙박/음식,eatery
201908,광주,한식 음식점업,30477086934,숙박/음식,eatery
201908,광주,호텔업,46921499,숙박/음식,tour
201908,광주,화장품 및 방향제 소매업,992696293,화장품,fbeauty
201908,대구,건강보조식품 소매업,255557263,건강보조식품,eatery
201908,대구,골프장 운영업,269059790,스포츠/오락/여가,leisure
201908,대구,과실 및 채소 소매업,2110150599,식료품,eatery
201908,대구,관광 민예품 및 선물용품 소매업,24936290,여행/교통,tour
201908,대구,그외 기타 스포츠시설 운영업,11560000,스포츠/오락/여가,leisure
201908,대구,그외 기타 종합 소매업,1741493480,종합소매,living
201908,대구,기타 대형 종합 소매업,25156236360,종합소매,living
201908,대구,기타 수상오락 서비스업,1477500,오락/문화,leisure
201908,대구,기타 외국식 음식점업,1717181650,숙박/음식,eatery
201908,대구,기타 주점업,352908499,숙박/음식,eatery
201908,대구,기타음식료품위주종합소매업,2090868944,종합소매,eatery
201908,대구,마사지업,25411000,기타,living
201908,대구,면세점,243152562,면세점,tour
201908,대구,버스 운송업,2527000,대중교통,living
201908,대구,비알콜 음료점업,4526941323,식료품,eatery
201908,대구,빵 및 과자류 소매업,3025011888,식료품,eatery
201908,대구,서양식 음식점업,6690439329,숙박/음식,eatery
201908,대구,수산물 소매업,1031783185,식료품,eatery
201908,대구,슈퍼마켓,32715075937,슈퍼마켓,living
201908,대구,스포츠 및 레크레이션 용품 임대업,3010653797,오락/문화,leisure
201908,대구,여관업,747292963,숙박/음식,tour
201908,대구,여행사업,4300000,여행사/자동차임대,tour
201908,대구,욕탕업,654124412,기타,living
201908,대구,육류 소매업,5778187188,식료품,eatery
201908,대구,일반유흥 주점업,1166096475,숙박/음식,eatery
201908,대구,일식 음식점업,2562302164,숙박/음식,eatery
201908,대구,자동차 임대업,12031026,여행사/자동차임대,tour
201908,대구,전시 및 행사 대행업,282716457,기타,hobbyenter
201908,대구,중식 음식점업,2977636615,숙박/음식,eatery
201908,대구,차량용 가스 충전업,1239216497,연료,living
201908,대구,차량용 주유소 운영업,28429568805,연료,living
201908,대구,체인화 편의점,16538035627,편의점,living
201908,대구,택시 운송업,6617614815,기타운송수단,living
201908,대구,피자 햄버거 샌드위치 및 유사 음식점업,4396125035,숙박/음식,eatery
201908,대구,한식 음식점업,54014776267,숙박/음식,eatery
201908,대구,호텔업,319898991,숙박/음식,tour
201908,대구,화장품 및 방향제 소매업,1993979000,화장품,fbeauty
201908,대전,건강보조식품 소매업,112660559,건강보조식품,eatery
201908,대전,골프장 운영업,252916400,스포츠/오락/여가,leisure
201908,대전,과실 및 채소 소매업,879224824,식료품,eatery
201908,대전,관광 민예품 및 선물용품 소매업,13836300,여행/교통,tour
201908,대전,그외 기타 스포츠시설 운영업,471500,스포츠/오락/여가,leisure
201908,대전,그외 기타 종합 소매업,1146870180,종합소매,living
201908,대전,기타 대형 종합 소매업,9314692780,종합소매,living
201908,대전,기타 수상오락 서비스업,143000,오락/문화,leisure
201908,대전,기타 외국식 음식점업,1120037634,숙박/음식,eatery
201908,대전,기타 주점업,143988580,숙박/음식,eatery
201908,대전,기타음식료품위주종합소매업,1337106050,종합소매,eatery
201908,대전,마사지업,21889432,기타,living
201908,대전,비알콜 음료점업,1613136325,식료품,eatery
201908,대전,빵 및 과자류 소매업,1839321598,식료품,eatery
201908,대전,서양식 음식점업,2871364813,숙박/음식,eatery
201908,대전,수산물 소매업,488053474,식료품,eatery
201908,대전,슈퍼마켓,8654264889,슈퍼마켓,living
201908,대전,스포츠 및 레크레이션 용품 임대업,799610582,오락/문화,leisure
201908,대전,여관업,392196740,숙박/음식,tour
201908,대전,욕탕업,163605500,기타,living
201908,대전,육류 소매업,1784841102,식료품,eatery
201908,대전,일반유흥 주점업,138508740,숙박/음식,eatery
201908,대전,일식 음식점업,813986366,숙박/음식,eatery
201908,대전,자동차 임대업,4258250,여행사/자동차임대,tour
201908,대전,전시 및 행사 대행업,22940000,기타,hobbyenter
201908,대전,중식 음식점업,1458511710,숙박/음식,eatery
201908,대전,차량용 가스 충전업,458717243,연료,living
201908,대전,차량용 주유소 운영업,10638874431,연료,living
201908,대전,체인화 편의점,7678274575,편의점,living
201908,대전,피자 햄버거 샌드위치 및 유사 음식점업,1631087742,숙박/음식,eatery
201908,대전,한식 음식점업,21078303333,숙박/음식,eatery
201908,대전,호텔업,81868960,숙박/음식,tour
201908,대전,화장품 및 방향제 소매업,709356890,화장품,fbeauty
201908,부산,건강보조식품 소매업,432086765,건강보조식품,eatery
201908,부산,골프장 운영업,1358084316,스포츠/오락/여가,leisure
201908,부산,과실 및 채소 소매업,4982873755,식료품,eatery
201908,부산,관광 민예품 및 선물용품 소매업,76757860,여행/교통,tour
201908,부산,그외 기타 스포츠시설 운영업,23667200,스포츠/오락/여가,leisure
201908,부산,그외 기타 종합 소매업,1782149020,종합소매,living
201908,부산,기타 대형 종합 소매업,62065613770,종합소매,living
201908,부산,기타 수상오락 서비스업,2062520,오락/문화,leisure
201908,부산,기타 외국식 음식점업,2646042782,숙박/음식,eatery
201908,부산,기타 주점업,1755723048,숙박/음식,eatery
201908,부산,기타음식료품위주종합소매업,1013206668,종합소매,eatery
201908,부산,내항 여객 운송업,4608000,기타운송수단,tour
201908,부산,마사지업,45429300,기타,living
201908,부산,면세점,2023225960,면세점,tour
201908,부산,버스 운송업,3063000,대중교통,living
201908,부산,비알콜 음료점업,6518188735,식료품,eatery
201908,부산,빵 및 과자류 소매업,4127317723,식료품,eatery
201908,부산,서양식 음식점업,10628496091,숙박/음식,eatery
201908,부산,수산물 소매업,835507061,식료품,eatery
201908,부산,슈퍼마켓,28561550642,슈퍼마켓,living
201908,부산,스포츠 및 레크레이션 용품 임대업,4235529255,오락/문화,leisure
201908,부산,여관업,2226934572,숙박/음식,tour
201908,부산,여행사업,39191640,여행사/자동차임대,tour
201908,부산,욕탕업,1120579784,기타,living
201908,부산,육류 소매업,4677964582,식료품,eatery
201908,부산,일반유흥 주점업,4326152378,숙박/음식,eatery
201908,부산,일식 음식점업,4410967144,숙박/음식,eatery
201908,부산,자동차 임대업,20029738,여행사/자동차임대,tour
201908,부산,전시 및 행사 대행업,563666250,기타,hobbyenter
201908,부산,정기 항공 운송업,3005749440,항공사,tour
201908,부산,중식 음식점업,3861035815,숙박/음식,eatery
201908,부산,차량용 가스 충전업,935772654,연료,living
201908,부산,차량용 주유소 운영업,33014733941,연료,living
201908,부산,체인화 편의점,27959658623,편의점,living
201908,부산,택시 운송업,4600702737,기타운송수단,living
201908,부산,피자 햄버거 샌드위치 및 유사 음식점업,6984370524,숙박/음식,eatery
201908,부산,한식 음식점업,82109473077,숙박/음식,eatery
201908,부산,호텔업,2132161499,숙박/음식,tour
201908,부산,화장품 및 방향제 소매업,2979936641,화장품,fbeauty
201908,부산,휴양콘도 운영업,534233673,숙박/음식,tour
201908,서울,건강보조식품 소매업,1166273242,건강보조식품,eatery
201908,서울,골프장 운영업,322949130,스포츠/오락/여가,leisure
201908,서울,과실 및 채소 소매업,6523895442,식료품,eatery
201908,서울,관광 민예품 및 선물용품 소매업,260639894,여행/교통,tour
201908,서울,그외 기타 스포츠시설 운영업,50165550,스포츠/오락/여가,leisure
201908,서울,그외 기타 종합 소매업,38486823271,종합소매,living
201908,서울,기타 대형 종합 소매업,99794439556,종합소매,living
201908,서울,기타 수상오락 서비스업,7282700,오락/문화,leisure
201908,서울,기타 외국식 음식점업,10019730103,숙박/음식,eatery
201908,서울,기타 주점업,2070644749,숙박/음식,eatery
201908,서울,기타음식료품위주종합소매업,25887890339,종합소매,eatery
201908,서울,내항 여객 운송업,3077452630,기타운송수단,tour
201908,서울,마사지업,329266136,기타,living
201908,서울,면세점,2565166437,면세점,tour
201908,서울,버스 운송업,10017886310,대중교통,living
201908,서울,비알콜 음료점업,35507955873,식료품,eatery
201908,서울,빵 및 과자류 소매업,14243455851,식료품,eatery
201908,서울,서양식 음식점업,48985514703,숙박/음식,eatery
201908,서울,수산물 소매업,2021292351,식료품,eatery
201908,서울,슈퍼마켓,83404419694,슈퍼마켓,living
201908,서울,스포츠 및 레크레이션 용품 임대업,16074966132,오락/문화,leisure
201908,서울,여관업,3818421960,숙박/음식,tour
201908,서울,여행사업,7258642551,여행사/자동차임대,tour
201908,서울,욕탕업,2043875321,기타,living
201908,서울,육류 소매업,11805338307,식료품,eatery
201908,서울,일반유흥 주점업,5567815990,숙박/음식,eatery
201908,서울,일식 음식점업,17493381268,숙박/음식,eatery
201908,서울,자동차 임대업,501762751,여행사/자동차임대,tour
201908,서울,전시 및 행사 대행업,1568655473,기타,hobbyenter
201908,서울,정기 항공 운송업,30384148360,항공사,tour
201908,서울,중식 음식점업,19992629697,숙박/음식,eatery
201908,서울,차량용 가스 충전업,894041919,연료,living
201908,서울,차량용 주유소 운영업,40398961063,연료,living
201908,서울,체인화 편의점,96774308485,편의점,living
201908,서울,택시 운송업,112120979935,기타운송수단,living
201908,서울,피자 햄버거 샌드위치 및 유사 음식점업,21214073653,숙박/음식,eatery
201908,서울,한식 음식점업,208672680259,숙박/음식,eatery
201908,서울,호텔업,9730942943,숙박/음식,tour
201908,서울,화장품 및 방향제 소매업,20766404277,화장품,fbeauty
201908,세종,건강보조식품 소매업,14272905,건강보조식품,eatery
201908,세종,골프장 운영업,177260080,스포츠/오락/여가,leisure
201908,세종,과실 및 채소 소매업,428722448,식료품,eatery
201908,세종,관광 민예품 및 선물용품 소매업,1286400,여행/교통,tour
201908,세종,그외 기타 종합 소매업,13318196,종합소매,living
201908,세종,기타 대형 종합 소매업,1703843500,종합소매,living
201908,세종,기타 외국식 음식점업,171659595,숙박/음식,eatery
201908,세종,기타 주점업,4471000,숙박/음식,eatery
201908,세종,기타음식료품위주종합소매업,581982108,종합소매,eatery
201908,세종,마사지업,1679000,기타,living
201908,세종,비알콜 음료점업,319141515,식료품,eatery
201908,세종,빵 및 과자류 소매업,273463836,식료품,eatery
201908,세종,서양식 음식점업,536409470,숙박/음식,eatery
201908,세종,수산물 소매업,29733600,식료품,eatery
201908,세종,슈퍼마켓,1391075168,슈퍼마켓,living
201908,세종,스포츠 및 레크레이션 용품 임대업,131917810,오락/문화,leisure
201908,세종,여관업,6341000,숙박/음식,tour
201908,세종,욕탕업,22326114,기타,living
201908,세종,육류 소매업,309956926,식료품,eatery
201908,세종,일반유흥 주점업,20695000,숙박/음식,eatery
201908,세종,일식 음식점업,151116330,숙박/음식,eatery
201908,세종,전시 및 행사 대행업,9772420,기타,hobbyenter
201908,세종,중식 음식점업,338569460,숙박/음식,eatery
201908,세종,차량용 가스 충전업,46762242,연료,living
201908,세종,차량용 주유소 운영업,2506976751,연료,living
201908,세종,체인화 편의점,1357640465,편의점,living
201908,세종,피자 햄버거 샌드위치 및 유사 음식점업,292576433,숙박/음식,eatery
201908,세종,한식 음식점업,3365041555,숙박/음식,eatery
201908,세종,화장품 및 방향제 소매업,59523984,화장품,fbeauty
201908,울산,건강보조식품 소매업,73621100,건강보조식품,eatery
201908,울산,골프장 운영업,700524100,스포츠/오락/여가,leisure
201908,울산,과실 및 채소 소매업,752873998,식료품,eatery
201908,울산,관광 민예품 및 선물용품 소매업,8283000,여행/교통,tour
201908,울산,그외 기타 분류안된 오락관련 서비스업,295000,오락/문화,hobbyenter
201908,울산,그외 기타 스포츠시설 운영업,2540400,스포츠/오락/여가,leisure
201908,울산,그외 기타 종합 소매업,2202792600,종합소매,living
201908,울산,기타 대형 종합 소매업,9249202190,종합소매,living
201908,울산,기타 수상오락 서비스업,1556600,오락/문화,leisure
201908,울산,기타 외국식 음식점업,780864367,숙박/음식,eatery
201908,울산,기타 주점업,422622388,숙박/음식,eatery
201908,울산,기타음식료품위주종합소매업,1638408310,종합소매,eatery
201908,울산,마사지업,47722100,기타,living
201908,울산,버스 운송업,23068490,대중교통,living
201908,울산,비알콜 음료점업,1563046201,식료품,eatery
201908,울산,빵 및 과자류 소매업,1044779440,식료품,eatery
201908,울산,서양식 음식점업,2258651713,숙박/음식,eatery
201908,울산,수산물 소매업,364831221,식료품,eatery
201908,울산,슈퍼마켓,10338216004,슈퍼마켓,living
201908,울산,스포츠 및 레크레이션 용품 임대업,1243236497,오락/문화,leisure
201908,울산,여관업,417045537,숙박/음식,tour
201908,울산,여행사업,384500,여행사/자동차임대,tour
201908,울산,욕탕업,359256820,기타,living
201908,울산,육류 소매업,2730112007,식료품,eatery
201908,울산,일반유흥 주점업,1372666031,숙박/음식,eatery
201908,울산,일식 음식점업,817084921,숙박/음식,eatery
201908,울산,자동차 임대업,5692000,여행사/자동차임대,tour
201908,울산,전시 및 행사 대행업,87027700,기타,hobbyenter
201908,울산,중식 음식점업,1099863465,숙박/음식,eatery
201908,울산,차량용 가스 충전업,329589668,연료,living
201908,울산,차량용 주유소 운영업,14593680753,연료,living
201908,울산,체인화 편의점,7457336411,편의점,living
201908,울산,피자 햄버거 샌드위치 및 유사 음식점업,1788061177,숙박/음식,eatery
201908,울산,한식 음식점업,23101277833,숙박/음식,eatery
201908,울산,호텔업,142756260,숙박/음식,tour
201908,울산,화장품 및 방향제 소매업,607850367,화장품,fbeauty
201908,인천,건강보조식품 소매업,307983939,건강보조식품,eatery
201908,인천,골프장 운영업,1694329177,스포츠/오락/여가,leisure
201908,인천,과실 및 채소 소매업,2201119056,식료품,eatery
201908,인천,관광 민예품 및 선물용품 소매업,19035600,여행/교통,tour
201908,인천,그외 기타 스포츠시설 운영업,18649000,스포츠/오락/여가,leisure
201908,인천,그외 기타 종합 소매업,131050070,종합소매,living
201908,인천,기타 대형 종합 소매업,25158969330,종합소매,living
201908,인천,기타 수상오락 서비스업,13788800,오락/문화,leisure
201908,인천,기타 외국식 음식점업,2621987312,숙박/음식,eatery
201908,인천,기타 주점업,594744561,숙박/음식,eatery
201908,인천,기타음식료품위주종합소매업,1270458107,종합소매,eatery
201908,인천,내항 여객 운송업,1064797100,기타운송수단,tour
201908,인천,마사지업,97581555,기타,living
201908,인천,면세점,15919153690,면세점,tour
201908,인천,비알콜 음료점업,3506778169,식료품,eatery
201908,인천,빵 및 과자류 소매업,2752414385,식료품,eatery
201908,인천,서양식 음식점업,4283438902,숙박/음식,eatery
201908,인천,수산물 소매업,856424149,식료품,eatery
201908,인천,슈퍼마켓,25056802395,슈퍼마켓,living
201908,인천,스포츠 및 레크레이션 용품 임대업,4241403005,오락/문화,leisure
201908,인천,여관업,1209459051,숙박/음식,tour
201908,인천,여행사업,1460200,여행사/자동차임대,tour
201908,인천,욕탕업,467365438,기타,living
201908,인천,육류 소매업,3153340586,식료품,eatery
201908,인천,일반유흥 주점업,1755481507,숙박/음식,eatery
201908,인천,일식 음식점업,2238603211,숙박/음식,eatery
201908,인천,자동차 임대업,515000,여행사/자동차임대,tour
201908,인천,전시 및 행사 대행업,324546490,기타,hobbyenter
201908,인천,정기 항공 운송업,250608624,항공사,tour
201908,인천,중식 음식점업,2976171154,숙박/음식,eatery
201908,인천,차량용 가스 충전업,583683794,연료,living
201908,인천,차량용 주유소 운영업,25287977191,연료,living
201908,인천,체인화 편의점,20756678409,편의점,living
201908,인천,택시 운송업,149499800,기타운송수단,living
201908,인천,피자 햄버거 샌드위치 및 유사 음식점업,4037534156,숙박/음식,eatery
201908,인천,한식 음식점업,46006989020,숙박/음식,eatery
201908,인천,호텔업,1358902431,숙박/음식,tour
201908,인천,화장품 및 방향제 소매업,1127352664,화장품,fbeauty
201908,전남,건강보조식품 소매업,146059725,건강보조식품,eatery
201908,전남,골프장 운영업,2939445905,스포츠/오락/여가,leisure
201908,전남,과실 및 채소 소매업,2463442841,식료품,eatery
201908,전남,관광 민예품 및 선물용품 소매업,12028400,여행/교통,tour
201908,전남,그외 기타 스포츠시설 운영업,4044000,스포츠/오락/여가,leisure
201908,전남,그외 기타 종합 소매업,3108683280,종합소매,living
201908,전남,기타 대형 종합 소매업,9429653420,종합소매,living
201908,전남,기타 수상오락 서비스업,1563500,오락/문화,leisure
201908,전남,기타 외국식 음식점업,637374528,숙박/음식,eatery
201908,전남,기타 주점업,646049309,숙박/음식,eatery
201908,전남,기타음식료품위주종합소매업,9566233725,종합소매,eatery
201908,전남,내항 여객 운송업,23665500,기타운송수단,tour
201908,전남,마사지업,114146100,기타,living
201908,전남,면세점,57759089,면세점,tour
201908,전남,버스 운송업,3228420,대중교통,living
201908,전남,비알콜 음료점업,1754026530,식료품,eatery
201908,전남,빵 및 과자류 소매업,1344436563,식료품,eatery
201908,전남,서양식 음식점업,2578288824,숙박/음식,eatery
